station_id,timestamp,temperature_c,ph,turbidity_ntu,conductivity_uscm,flow_rate_lpm,free_chlorine_mgL
STN001,01/08/2024 00:00,18.264024221894832,6.863383911905134,2.9535922057113977,465.1417190250247,0.5,0.2990141716902212
STN001,01/08/2024 00:15,10.078146876299659,6.970292665123941,2.2470432737717427,438.531246337928,0.5,0.2191556465856751
STN001,01/08/2024 00:30,14.933027805594019,7.214342865193302,2.865926652620776,489.0464630830882,0.5,0.8120672038959809
STN001,01/08/2024 00:45,14.27312449980864,7.035853481700426,6.71776019097644,550.2386414182034,1.0,0.2240266496956243
STN001,01/08/2024 01:00,3.0774569538798335,7.129740672306017,0.8163450993083683,402.432726818912,2.0,0.292570381171761
STN001,01/08/2024 01:15,0.15822953918202654,6.746156474258626,5.90439480771969,490.2786943166878,0.5,0.0432194982706588
STN001,01/08/2024 01:30,16.16359640720686,7.0113653557666415,2.667673262757965,459.2495933792733,2.0,0.4874569423691426
STN001,01/08/2024 01:45,3.1982729242729424,6.746971189084473,6.188116629873699,498.2552853664283,0.5,0.2020324949614332
STN001,01/08/2024 02:00,18.82295852905497,7.070898703892456,2.681200706619388,498.79390740364335,0.2,0.1576370845136388
STN001,01/08/2024 02:15,3.429702181751191,6.5745159655629335,2.730565675753069,401.03824845471047,0.0,0.4676177910994838
STN001,01/08/2024 02:30,6.895602146091564,6.874433091746004,3.3046180710163693,460.35997746611616,0.0,0.0181085330741148
STN001,01/08/2024 02:45,7.228208058431738,6.740543221196801,7.93601771949784,546.5660754018736,0.5,0.1678804656204043
STN001,01/08/2024 03:00,14.381889756764979,6.704460765753905,2.956399234029467,454.3710906784462,0.5,0.2853893334790189
STN001,01/08/2024 03:15,0.24233339771335682,6.69410918586483,3.69818272474798,440.9562149314471,1.0,0.2642412919038341
STN001,01/08/2024 03:30,6.909937523202614,6.747683719531642,6.724923296900325,493.6728428531824,1.0,0.2782739680322044
STN001,01/08/2024 03:45,2.4128631354648977,6.5,4.780878758089939,501.62401358247865,0.0,0.342263707432135
STN001,01/08/2024 04:00,16.455157165547845,6.733721098124496,2.713603396453882,464.9144319435949,0.2,0.0787633556012499
STN001,01/08/2024 04:15,2.451005973145497,6.877804916810351,5.221357823196199,563.8882963188292,0.2,0.0125446584698026
STN001,01/08/2024 04:30,0.939614129824502,6.880752983504814,4.033136757584841,468.5659530342385,0.5,1.1257569544176245
STN001,01/08/2024 04:45,19.61348873735688,6.5,6.342831119647825,545.1986188041009,0.2,0.3252024234130905
STN001,01/08/2024 05:00,13.163988387851848,6.839371117027109,5.477266095339529,503.6851195285333,0.2,0.1287675908348075
STN001,01/08/2024 05:15,12.350903087773606,6.5,2.976495140008216,502.80245420326094,2.0,0.2905030111904158
STN001,01/08/2024 05:30,8.643095179803195,7.263131821808437,1.4718132946872602,399.8521982794927,2.0,0.2067931097893182
STN001,01/08/2024 05:45,3.6090010133522155,7.450775684967171,7.147311725563422,578.992432810996,0.2,0.4615624823380594
STN001,01/08/2024 06:00,4.063696714000827,7.393898941056264,4.851041919743018,501.0470465048611,0.5,0.9576974595242662
STN001,01/08/2024 06:15,14.55481562698038,6.694284134024545,5.257517128787457,492.48542310926734,0.5,0.4761276216835076
STN001,01/08/2024 06:30,14.191468188884642,6.930377457635743,7.510305276886556,556.1228915975796,1.0,0.1639847090191654
STN001,01/08/2024 06:45,16.821087008584254,6.806601600170322,5.20511509411911,487.6269924538017,0.5,0.8292302867281027
STN001,01/08/2024 07:00,19.459131483972566,6.5,5.676559681686821,521.8122580843265,0.2,0.9182251002833496
STN001,01/08/2024 07:15,16.43558419840521,6.973045373170705,6.690267528162892,546.5770254990297,1.0,0.9608953588503162
STN001,01/08/2024 07:30,2.6880481838519055,6.764585917777277,6.786513558928655,459.9196262273827,0.5,0.1471227827580536
STN001,01/08/2024 07:45,5.420784541745871,6.5,2.923835985409082,405.0727052246827,0.2,0.0304359853598146
STN001,01/08/2024 08:00,9.16006920082516,6.63648416666398,4.231038714909502,510.0939837658845,0.5,0.2126955256605448
STN001,01/08/2024 08:15,14.863482535199157,6.5,2.169083061958835,470.5538596968371,0.5,0.3015821423823431
STN001,01/08/2024 08:30,12.862447559017543,7.0608399004282765,5.408770342332334,516.7611821034665,0.5,0.4340704085550693
STN001,01/08/2024 08:45,8.362474748321096,7.432339103072035,5.884563969647291,530.0574574476518,0.2,0.2918718109224924
