station_id,timestamp,temperature_c,ph,turbidity_ntu,conductivity_uscm,flow_rate_lpm,free_chlorine_mgL
STN001,01/08/2024 00:00,23.63666920936229,6.863383911905134,2.9535922057113977,465.1417190250247,0.5,0.2990141716902212
STN001,01/08/2024 00:15,21.790265807789936,6.970292665123941,2.2470432737717427,438.53124633792794,0.5,0.2191556465856751
STN001,01/08/2024 00:30,19.000067088326173,7.214342865193302,2.8659266526207756,489.04646308308827,0.5,0.8120672038959809
STN001,01/08/2024 00:45,41.81926914195478,7.035853481700426,6.71776019097644,550.2386414182034,1.0,0.2240266496956243
STN001,01/08/2024 01:00,32.86618171132063,7.129740672306017,0.8163450993083683,402.432726818912,2.0,0.292570381171761
STN001,01/08/2024 01:15,25.879002250088647,6.746156474258626,5.90439480771969,490.2786943166878,0.5,0.04321949827065885
STN001,01/08/2024 01:30,36.019281992947874,7.0113653557666415,2.667673262757965,459.24959337927334,2.0,0.48745694236914267
STN001,01/08/2024 01:45,31.741811510498973,6.746971189084473,6.188116629873699,498.2552853664283,0.5,0.20203249496143327
STN001,01/08/2024 02:00,37.5113564327919,7.070898703892456,2.681200706619388,498.79390740364335,0.2,0.15763708451363884
STN001,01/08/2024 02:15,42.41309348850223,6.5745159655629335,2.730565675753069,401.03824845471047,0.0,0.4676177910994838
STN001,01/08/2024 02:30,44.02834809447715,6.8744330917460035,3.3046180710163693,460.35997746611616,0.0,0.018108533074114863
STN001,01/08/2024 02:45,44.345343446852155,6.740543221196801,7.9360177194978405,546.5660754018736,0.5,0.16788046562040432
STN001,01/08/2024 03:00,22.163476261286583,6.704460765753905,2.956399234029467,454.3710906784462,0.5,0.2853893334790189
STN001,01/08/2024 03:15,40.22095744486995,6.69410918586483,3.69818272474798,440.9562149314471,1.0,0.2642412919038341
STN001,01/08/2024 03:30,32.695152659409814,6.747683719531642,6.724923296900325,493.67284285318243,1.0,0.2782739680322044
STN001,01/08/2024 03:45,25.073148805591714,6.5,4.780878758089939,501.62401358247865,0.0,0.342263707432135
STN001,01/08/2024 04:00,40.73087172570523,6.733721098124496,2.713603396453882,464.91443194359493,0.2,0.07876335560124997
STN001,01/08/2024 04:15,26.661097892147296,6.8778049168103506,5.221357823196199,563.8882963188292,0.2,0.012544658469802628
STN001,01/08/2024 04:30,6.525928811325484,6.880752983504814,4.033136757584841,468.5659530342385,0.5,1.1257569544176245
STN001,01/08/2024 04:45,36.924586043878946,6.5,6.342831119647825,545.1986188041009,0.2,0.3252024234130905
STN001,01/08/2024 05:00,37.33714580642787,6.839371117027109,5.477266095339529,503.68511952853333,0.2,0.1287675908348075
STN001,01/08/2024 05:15,39.79795585402649,6.5,2.9764951400082156,502.80245420326094,2.0,0.2905030111904158
STN001,01/08/2024 05:30,27.96520064553207,7.263131821808437,1.4718132946872602,399.85219827949265,2.0,0.20679310978931825
STN001,01/08/2024 05:45,39.723236144429606,7.450775684967171,7.147311725563422,578.992432810996,0.2,0.4615624823380594
STN001,01/08/2024 06:00,80.88345816145649,7.393898941056264,4.851041919743018,501.0470465048611,0.5,0.9576974595242662
STN001,01/08/2024 06:15,38.98180497413992,6.694284134024545,5.257517128787457,492.48542310926734,0.5,0.47612762168350764
STN001,01/08/2024 06:30,32.58133610958474,6.930377457635743,7.510305276886556,556.1228915975796,1.0,0.16398470901916545
STN001,01/08/2024 06:45,78.8998103235697,6.806601600170322,5.20511509411911,487.6269924538017,0.5,0.8292302867281027
